Categoria,Subcategoria,Serviço,Descrição,Unidade,Valor
OBRA CIVIL,COBERTURA,1.24.14,"Telhas Trapezoidais Alumínio ( 1,04 x 2,14 ) m / e = 5mm ( apenas para recomposição de áreas existentes ou quando especificada em projeto ).",m2,"76,47"
OBRA CIVIL,COBERTURA,1.24.15,Vedação com Vedapren ou similares ,m2,"47,5018895404745"
OBRA CIVIL,COBERTURA,1.24.16,"Revisão e calafetação de cobertura existente, incluisive limpeza da calha",M2,"55,16"
OBRA CIVIL,LIMPEZAS,1.25.1,Limpeza de fachada em ceramica,M2,"5,32"
OBRA CIVIL,LIMPEZAS,1.25.2,Execução e Laudo de detetização/desratização e limpeza da caixa d'água,vb,"1647,68"
OBRA CIVIL,LIMPEZAS,1.25.3,Limpeza permanente da obra,mês,"1751,92923772965"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.1,"Entrada de Energia Bifasica até 20KVA completa (Padrão, quadro e poste)",un,"1866,62"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.2,"Entrada de Energia Trifasica até 27KVA completa (Padrão, quadro e poste)",un,"2406,1"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.3,"Entrada de Energia Trifasica até 38KVA completa (Padrão, quadro e poste)",un,"4611,1"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.4,"Entrada de Energia Trifasica até 47KVA completa (Padrão, quadro e poste)",un,"6952,874"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.5,"Entrada de Energia Trifasica até 57KVA completa (Padrão, quadro e poste)",un,"5207,41"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.6,"Entrada de Energia Trifasica até 66KVA completa (Padrão, quadro e poste)",un,"7222,33"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ENTRADA DE ENERGIA,2.1.7,"Entrada de Energia Trifasica até 75KVA completa (Padrão, quadro e poste)",un,"9814,73"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.1,"Eletroduto de ferro galvanizado Ø 15 mm (1/2"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"17,42"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.2,"Eletroduto de ferro galvanizado Ø 20 mm (3/4"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"20,62"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.3,"Eletroduto de ferro galvanizado Ø 25 mm (1"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"25,95"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.4,"Eletroduto de ferro galvanizado Ø 32 mm (1 1/4"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"22,86"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.5,"Eletroduto de ferro galvanizado  Ø 40 mm (1 1/2"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"25,22"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.6,"Eletroduto de ferro galvanizado Ø 50 mm (2"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"24,64"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.7,"Eletroduto de ferro galvanizado Ø 65 mm (2 1/2"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"39,5858164"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.8,"Eletroduto de ferro galvanizado Ø 80 mm (3"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"58,2360064"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.9,"Eletroduto de ferro galvanizado Ø 100 mm (4"") - incluindo conexões e acessórios - ELECON / P. THOMEU",ml,"76,51223424"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.10,"Eletroduto de PVC Roscavel 20 mm (1/2"")- Incluindo conexões e acessórios - TIGRE / DAISA",ml,"3,3"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.11,"Eletroduto de PVC Roscavel 25 mm (3/4"")- Incluindo conexões e acessórios - TIGRE / DAISA",ml,"8,9848717948718"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.12,"Eletroduto de PVC Roscavel 32 mm (1"")- Incluindo conexões e acessórios- TIGRE / DAISA",ml,10
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.13,"Eletroduto de PVC Roscavel 40 mm (1 1/4"")- Incluindo conexões e acessórios- TIGRE / DAISA",ml,"15,4177007943513"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.14,"Eletroduto de PVC Roscavel 50 mm (1 1/2"")- Incluindo conexões e acessórios- TIGRE / DAISA",ml,"12,8717836"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.15,"Eletroduto de PVC Roscavel 60 mm (2"")- Incluindo conexões e acessórios- TIGRE / DAISA",ml,"16,32"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.16,"Eletroduto de PVC Roscavel 75 mm (2 1/2"")- Incluindo conexões e acessórios- TIGRE / DAISA",ml,"29,66"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.17,Eletroduto de PVC Roscavel 85mm (3'')- Incluindo conexões e acessórios- TIGRE / DAISA,ml,"32,79084224"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.18,Eletroduto de PVC Roscavel 110mm (4'')- Incluindo conexões e acessórios - TIGRE / DAISA,ml,"46,1"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.19,Eletroduto flexível corrugado  diam. 25mm,ml,"9,35"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TUBULAÇÕES E ACESSÓRIOS,2.3.20,Eletroduto flexível corrugado  diam. 32mm,ml,"9,95"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.1,"Caixa de embutir para alvenaria PVC 4x2""",un,"2,79732057416268"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.2,"Caixa de embutir para alvenaria PVC 4x4""",un,"5,24497607655502"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.3,"Caixa de embutir para gesso acartonado PVC 4x2""",un,"7,59705645933014"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.4,"Caixa de embutir para gesso acartonado PVC 4x4""",un,"10,6414067094389"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.5,Caixa de passagem de liga alumínio fundida com tampa reversivel e vedação de borracha 10x10x6cm - WETZEL,un,"19,541039005696"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.6,Caixa de passagem de liga alumínio fundida com tampa reversivel e vedação de borracha 15x15x10cm - WETZEL,un,"32,2810956"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.7,Caixa de passagem de liga alumínio fundida com tampa reversivel e vedação de borracha 20x20x10cm - WETZEL,un,"59,0788352"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.8,Caixa de passagem de liga alumínio fundida com tampa reversivel e vedação de borracha 30x30x12cm - WETZEL,un,"102,072"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.9,Caixa de passagem de liga alumínio fundida com tampa reversivel e vedação de borracha 40x40x20cm - WETZEL,un,"238,611637"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.10,"Caixa de passagem em alvenaria de 0,60x0,60x0,60m",un,"284,57"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CAIXAS,2.4.11,"Caixa Octogonal de PVC 4x4 "" - Incluso prolongador",un,"4,9638004"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.1,"Condulete em liga de alumínio fundido tipo ""X"" Ø 3/4"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"19,3"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.2,"Condulete em liga de alumínio fundido tipo ""X"" Ø 1"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"26,42"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.3,"Condulete em liga de alumínio fundido tipo ""X"" Ø 1 1/4"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"32,59473152"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.4,"Condulete em liga de alumínio fundido tipo ""X"" Ø 1 1/2"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"36,074688"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.5,"Condulete em liga de alumínio fundido tipo ""X"" Ø 2"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"46,409844"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.6,"Condulete em liga de alumínio fundido tipo ""X"" Ø 2 1/2"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"65,28"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.7,"Condulete em liga de alumínio fundido tipo ""X"" Ø 3"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,"91,6071104"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CONDULETES,2.5.8,"Condulete em liga de alumínio fundido tipo ""X"" Ø 4"" - Inclui espelhos, unidutes, acessórios e fixação - DAISA / WETZEL",un,265
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.1,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 100x050x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,"48,2261333333333"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.2,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 150x100x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,35
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.3,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 200x100x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,"70,2562"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.4,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 300x100x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,"90,356"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.5,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 400x100x3000mm - Inclui acessórios, fixação e  - MOPA / GOLBRÁS / GRADELAR",ml,"128,6152"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.6,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 500x100x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,"142,5802"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.7,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 600x100x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,"170,0594"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.8,"Eletrocalha - Tipo padronizado chapa #16 lisa, galvanizado com tampa de encaixe, dobras de reforço na laterais 300x050x3000mm - Inclui acessórios, fixações e suportes - MOPA / GOLBRÁS / GRADELAR",ml,"58,9235897435898"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,ELETROCALHA,2.6.9,"Perfilado Tipo padronizado #16, liso galvanizado 38x38mm - Inclui acessórios, fixações e suportes  - MOPA / GOLBRÁS/GRADELAR",ml,"31,52"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.1,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  6 mm2 - PRYSMIAN / FICAP / PHELPS DODGE",ml,"10,4156837603413"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.2,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C - 10 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"16,6641445890578"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.3,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  16 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"25,8918919812645"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.4,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  25 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"31,2937253493155"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.5,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  35 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"43,2772295223191"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.6,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  50 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"59,1850115013685"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.7,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  70 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"80,3026960209565"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.8,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  95 mm2 - PRYSMIAN / FICAP / PHELPS DODGE",ml,"103,427851275571"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.9,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  120 mm2 - PRYSMIAN / FICAP / PHELPS DODGE",ml,"195,477"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.10,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  150 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"248,2735"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.11,"Cabo isolado em HEPR 0,6 / 1 KV - 90 C -  185 mm2  - PRYSMIAN / FICAP / PHELPS DODGE",ml,"298,9885"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.12,"Cabo isolado em PVC 750 V - 70°C - 1,5 mm²",ml,"2,52102876557667"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.13,"Cabo isolado em PVC 750 V - 70°C -  2,5 mm²",ml,"4,09754421758621"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.14,Cabo isolado em PVC 750 V - 70°C -  4 mm²,ml,"6,53198264804015"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.15,Cabo isolado em PVC 750 V - 70°C -  6 mm²,ml,"9,83531452853233"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.16,"Cabo tipo PP - 750V - 70 C 3x1,5mm² - preto",ml,"9,8138315953684"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,CABOS E ACESSÓRIOS,2.7.17,"Cabo tipo PP - 750V - 70 C 3x2,5mm² - preto",ml,"12,2015"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.1,"Caixa de piso 4x4"" em alumínio c/ placa em latão polido com fechamento rosca e 1 tomada 2P+T ref. 543.13 ou 543.23 (com anel de regulagem) - STECK / PIAL LEGRAND / PRIMELÉTRICA",cj,68
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.2,"Caixa de piso 4x4"" em alumínio c/ placa em latão polido com fechamento rosca e 2 tomada 2P+T ref. 543.13 (com anel de regulagem)  - STECK / PIAL LEGRAND / PRIMELÉTRICA",cj,"106,41"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.3,"Caixa de piso 4x4"" em alumínio c/ placa em latão polido para 2 conectores RJ 45 e 1 conector RJ11 - STECK / PIAL LEGRAND / PRIMELÉTRICA",cj,"120,78"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.4,Conjunto montado interruptor bipolar (simples ou paralelo) - STECK / PIAL LEGRAND / PRIMELÉTRICA,cj,"31,50108"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.5,Conjunto montado interruptor monopolar (simples ou paralelo) - STECK / PIAL LEGRAND / PRIMELÉTRICA,cj,"19,8031029"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.6,Conjunto montado tomada 2P + T branca - comum 220 V (novo padrão) - STECK / PIAL LEGRAND / PRIMELÉTRICA,cj,"28,8932038834951"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.7,Conjunto montado tomada 2P + T branco - comum 127 V  (novo padrão) - STECK / PIAL LEGRAND / PRIMELÉTRICA,cj,"27,0181818181818"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.8,Conjunto montado tomada 2P + T vermelho (novo padrão) - STECK / PIAL LEGRAND / PRIMELÉTRICA,cj,"18,621359223301"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.9,Conjunto montado para 2 conectores RJ45 e 2 conectores RJ11 - STECK / PIAL LEGRAND / PRIMELÉTRICA,cj,"46,68"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.10,"Placa cego linha (pial plus ou silentoque) 4x2""",un,"13,734"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.11,"Placa cego linha (pial plus ou silentoque) 4x4""",un,"16,16175"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.12,"Placa com furo central (pial plus ou silentoque) 4x2""",un,"7,176"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.13,"Placa com furo central (pial plus ou silentoque) 4x4""",un,"14,703"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.14,"Placa para tomada RJ45 (pial plus ou silentoque) 4x2"" - 2 saídas",un,"10,464972824963"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.15,"Placa para tomada RJ45 (pial plus ou silentoque) 4x2"" - 4 saídas",un,"9,60899444533074"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.16,"Placa para tomada RJ45 (pial plus ou silentoque) 4x4"" - 2 saídas",un,"9,17057280935937"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.17,"Placa para tomada RJ45 (pial plus ou silentoque) 4x4"" - 4 saídas",un,"15,1409082030699"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.18,Plug Fêmea – padrão 3 pinos (10A),pç,"6,7142"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,TOMADAS / INTERRUPTORES / PLACAS,2.8.19,Prensa cabo,pç,"4,895"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.1,Lum 01 - Guarillux PE-LED (aletas matt) MÓDULO GRANDE de embutir Potência: 36W Medidas: 1245 x 60 x 100mm Temp. de cor: 4.000K com rabicho -  salão de vendas/apoio (Construtora deverá apresentar da NF do fornecedor da luminária) ,un,"366,6"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.2,Lum 01 - Guarillux PE-LED (aletas matt) MEIO MÓDULO de embutir Potência: 18W Medidas: 620 x 60 x 100mm Temp. de cor: 4.000K  - salão de vendas/apoio (Construtora deverá apresentar da NF do fornecedor da luminária),un,260
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.3,Lum 02 - Guarilux ASL  (assimétrica) MÓDULO GRANDE Potência: 36W Medida: 1245 x 65 x 200mm Temp. de cor 4.000K  com rabicho  - salão de vendas / perímetro (Construtora deverá apresentar da NF do fornecedor da luminária),un,"331,02"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.4,Lum 02 - Guarilux ASL (assimétrica) MEIO MÓDULO Potência: 18W Medida: 620 x 65 x 200mm Temp. de cor 4.000K  com rabicho  - salão de vendas / perímetro (Construtora deverá apresentar da NF do fornecedor da luminária),un,"250,9"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.5,"Lum 03 - Guarilux TR 2036-20W/840 (LED, orientável)
Potência: 18W, 36º, Temp. de cor 4.000K, com rabicho - 
vitrines (Construtora deverá apresentar da NF do fornecedor da luminária)",un,"630,5"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.6,"Lum 04 - Guarilux GOP 20W/840 de embutir (LED, circular)
Potência: 20W, 90º, Temp. de cor 4.000K, com rabicho - área de apoio, marquise e sanca (Construtora deverá apresentar da NF do fornecedor da luminária)",un,"136,5"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.14,"Fita LED Lemca FIT Paris  24,5W / 4000K",ml,"53,3"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.15,"Luminária tipo petála LUMINI PLANO N1 STREET 79,2W 4000K IRC80 com poste de 3m, cor branca",un,"4987,55263157895"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.16,"Luminária tipo petála LUMINI PLANO N1 STREET 79,2W 4000K IRC80 com poste de 5m, cor branca",un,"5180,92"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.17,Lumini Downled Wide MD R 1x LED 21W / 90º / 4.000K / 1.700lm / 50.000h / IRC 80 (Construtora deverá apresentar da NF do fornecedor da luminária),un,431
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.18,Luminária tipo petála Osram Streetlight 10 mini LED 70W 4000k com poste de 3m,un,"2168,7"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.19,Luminária tipo petála Osram Streetlight 10 mini LED 70W 4000k com poste de 5m,un,"2303,9"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.20,Luminária tipo petála PHILIPS URBAN STEP 568W 5800LM 4000K com poste de 3m,un,"2569,47135017487"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.21,Luminária tipo petála PHILIPS URBAN STEP 568W 5800LM 4000K com poste de 5m,un,2750
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.22,PROJETOR FLOODLIGHT LED 50W LEDVANCE OSRAM - em alumínio com acabamento branco fosco. Fluxo Luminoso: 4500lm. Ângulo de Abertura: 100°. Grau de Proteção: IP65,un,"360,52013"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.23,PROJETOR FLOODLIGHT LED 50W LEDVANCE OSRAM - em alumínio com acabamento preto fosco. Fluxo Luminoso: 4500lm. Ângulo de Abertura: 100°. Grau de Proteção: IP65,un,"299,854778075971"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.25,"Bloco autônomo para iluminação de emergência com indicação de saída (balizamento), 2x11W",un,315
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.26,"Bloco autônomo para iluminação de emergência sem indicação de saída (aclaramento), 2x11W",un,315
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.27,"Bloco autônomo para iluminação de emergência com indicação de saída (balizamento) LED 4w, autonomira 3hrs. Especifição de acordo com NBR 10898",un,315
